Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q96T92	reviewed	INSM2_HUMAN	Insulinoma-associated protein 2 (Zinc finger protein IA-6)	INSM2 IA6 Nbla106	Homo sapiens (Human)	566
Q99218	reviewed	AMELY_HUMAN	Amelogenin, Y isoform	AMELY AMGL AMGY	Homo sapiens (Human)	206
Q99442	reviewed	SEC62_HUMAN	Translocation protein SEC62 (Translocation protein 1, TP-1, hTP-1)	SEC62 TLOC1	Homo sapiens (Human)	399
Q99445	reviewed	GML_HUMAN	Glycosyl-phosphatidylinositol-anchored molecule-like protein	GML LY6DL	Homo sapiens (Human)	158
Q99525	reviewed	H4G_HUMAN	Histone H4-like protein type G (H4-clustered histone 7)	H4C7 H4/L H4FL HIST1H4G	Homo sapiens (Human)	98
Q99614	reviewed	TTC1_HUMAN	Tetratricopeptide repeat protein 1, TPR repeat protein 1	TTC1 TPR1	Homo sapiens (Human)	292
Q99618	reviewed	CDCA3_HUMAN	Cell division cycle-associated protein 3 (Gene-rich cluster protein C8) (Trigger of mitotic entry protein 1, TOME-1)	CDCA3 C8 GRCC8 TOME1	Homo sapiens (Human)	268
Q99666	reviewed	RGPD5_HUMAN	RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2, RanBP2-like 1/2, RanBP2L1, RanBP2L2) (Sperm membrane protein BS-63)	RGPD5 RANBP2L1 RGP5 RGP7 RGPD7; RGPD6 RANBP2L2 RGP6	Homo sapiens (Human)	1765
Q99742	reviewed	NPAS1_HUMAN	Neuronal PAS domain-containing protein 1, Neuronal PAS1 (Basic-helix-loop-helix-PAS protein MOP5) (Class E basic helix-loop-helix protein 11, bHLHe11) (Member of PAS protein 5) (PAS domain-containing protein 5)	NPAS1 BHLHE11 MOP5 PASD5	Homo sapiens (Human)	590
Q99805	reviewed	TM9S2_HUMAN	Transmembrane 9 superfamily member 2 (p76)	TM9SF2	Homo sapiens (Human)	663
Q99811	reviewed	PRRX2_HUMAN	Paired mesoderm homeobox protein 2 (Paired-related homeobox protein 2, PRX-2)	PRRX2 PMX2 PRX2	Homo sapiens (Human)	253
Q99819	reviewed	GDIR3_HUMAN	Rho GDP-dissociation inhibitor 3, Rho GDI 3 (Rho-GDI gamma)	ARHGDIG	Homo sapiens (Human)	225
Q99865	reviewed	SPI2A_HUMAN	Spindlin-2A (Protein DXF34) (Spindlin-like protein 2A, SPIN-2, SPIN-2A)	SPIN2A DXF34 SPIN2	Homo sapiens (Human)	258
Q99884	reviewed	SC6A7_HUMAN	Sodium-dependent proline transporter (Solute carrier family 6 member 7)	SLC6A7 PROT	Homo sapiens (Human)	636
Q99954	reviewed	SMR3A_HUMAN	Submaxillary gland androgen-regulated protein 3A (Proline-rich protein 5) (Proline-rich protein PBI)	SMR3A PBI PROL5	Homo sapiens (Human)	134
Q9BPW4	reviewed	APOL4_HUMAN	Apolipoprotein L4 (Apolipoprotein L-IV, ApoL-IV)	APOL4	Homo sapiens (Human)	351
Q9BPX5	reviewed	ARP5L_HUMAN	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2, ARC16-2)	ARPC5L	Homo sapiens (Human)	153
Q9BPY3	reviewed	F118B_HUMAN	Protein FAM118B	FAM118B	Homo sapiens (Human)	351
Q9BQ08	reviewed	RETNB_HUMAN	Resistin-like beta (Colon and small intestine-specific cysteine-rich protein) (Colon carcinoma-related gene protein) (Cysteine-rich secreted protein A12-alpha-like 1) (Cysteine-rich secreted protein FIZZ2) (RELMbeta)	RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770	Homo sapiens (Human)	111
Q9BQC6	reviewed	RT63_HUMAN	Ribosomal protein 63, mitochondrial, hMRP63 (Mitochondrial large ribosomal subunit protein mL63) (Mitochondrial ribosomal protein 63) (Mitochondrial ribosomal protein L57)	MRPL57 MRP63	Homo sapiens (Human)	102
Q9BQI7	reviewed	PSD2_HUMAN	PH and SEC7 domain-containing protein 2 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 C, Exchange factor for ARF6 C) (Pleckstrin homology and SEC7 domain-containing protein 2)	PSD2 EFA6C	Homo sapiens (Human)	771
Q9BQQ7	reviewed	RTP3_HUMAN	Receptor-transporting protein 3 (3CxxC-type zinc finger protein 3) (Transmembrane protein 7)	RTP3 TMEM7 Z3CXXC3	Homo sapiens (Human)	232
Q9BQR3	reviewed	PRS27_HUMAN	Serine protease 27, EC 3.4.21.- (Marapsin) (Pancreasin)	PRSS27 MPN UNQ1884/PRO4327	Homo sapiens (Human)	290
Q9BQS6	reviewed	HSPB9_HUMAN	Heat shock protein beta-9, HspB9 (Cancer/testis antigen 51, CT51)	HSPB9	Homo sapiens (Human)	159
Q9BQW3	reviewed	COE4_HUMAN	Transcription factor COE4 (Early B-cell factor 4, EBF-4) (Olf-1/EBF-like 4, O/E-4, OE-4)	EBF4 COE4 KIAA1442	Homo sapiens (Human)	602
Q9BQY9	reviewed	DBND2_HUMAN	Dysbindin domain-containing protein 2 (Casein kinase-1 binding protein, CK1BP) (HSMNP1)	DBNDD2 C20orf35	Homo sapiens (Human)	259
Q9BR61	reviewed	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6	ACBD6	Homo sapiens (Human)	282
Q9BR84	reviewed	ZN559_HUMAN	Zinc finger protein 559	ZNF559	Homo sapiens (Human)	538
Q9BRP4	reviewed	PAAF1_HUMAN	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	PAAF1 WDR71	Homo sapiens (Human)	392
Q9BRQ4	reviewed	CF300_HUMAN	Cilia- and flagella-associated protein 300	CFAP300 C11orf70	Homo sapiens (Human)	267
Q9BRQ5	reviewed	ORAI3_HUMAN	Protein orai-3 (Transmembrane protein 142C)	ORAI3 TMEM142C	Homo sapiens (Human)	295
Q9BRT6	reviewed	LLPH_HUMAN	Protein LLP homolog (Protein LAPS18-like)	LLPH C12orf31 cPERP-G	Homo sapiens (Human)	129
Q9BRT8	reviewed	CBWD1_HUMAN	COBW domain-containing protein 1 (Cobalamin synthase W domain-containing protein 1, COBP) (NPC-A-6 COBW domain-containing protein 1, NPC-A-6)	CBWD1	Homo sapiens (Human)	395
Q9BRU2	reviewed	TCAL7_HUMAN	Transcription elongation factor A protein-like 7, TCEA-like protein 7 (Transcription elongation factor S-II protein-like 7)	TCEAL7	Homo sapiens (Human)	100
Q9BRY0	reviewed	S39A3_HUMAN	Zinc transporter ZIP3 (Solute carrier family 39 member 3) (Zrt- and Irt-like protein 3, ZIP-3)	SLC39A3 ZIP3	Homo sapiens (Human)	314
Q9BS18	reviewed	APC13_HUMAN	Anaphase-promoting complex subunit 13, APC13 (Cyclosome subunit 13)	ANAPC13	Homo sapiens (Human)	74
Q9BS31	reviewed	ZN649_HUMAN	Zinc finger protein 649	ZNF649	Homo sapiens (Human)	505
Q9BSE5	reviewed	SPEB_HUMAN	Agmatinase, mitochondrial, EC 3.5.3.11 (Agmatine ureohydrolase, AUH)	AGMAT	Homo sapiens (Human)	352
Q9BSF4	reviewed	TIM29_HUMAN	Mitochondrial import inner membrane translocase subunit Tim29, TIM29	TIMM29 c19orf52	Homo sapiens (Human)	260
Q9BSF8	reviewed	BTBDA_HUMAN	BTB/POZ domain-containing protein 10 (Glucose metabolism-related protein 1)	BTBD10 GMRP1	Homo sapiens (Human)	475
Q9BSG0	reviewed	PADC1_HUMAN	Protease-associated domain-containing protein 1 (Protease-associated domain-containing protein of 21 kDa, hPAP21)	PRADC1 C2orf7 PAP21 UNQ833/PRO1760	Homo sapiens (Human)	188
Q9BSG5	reviewed	RTBDN_HUMAN	Retbindin	RTBDN	Homo sapiens (Human)	229
Q9BSH3	reviewed	NICN1_HUMAN	Nicolin-1 (NPCEDRG) (Tubulin polyglutamylase complex subunit 5, PGs5)	NICN1	Homo sapiens (Human)	213
Q9BSH5	reviewed	HDHD3_HUMAN	Haloacid dehalogenase-like hydrolase domain-containing protein 3	HDHD3 C9orf158	Homo sapiens (Human)	251
Q9BSJ5	reviewed	CQ080_HUMAN	Uncharacterized protein C17orf80 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein, HLC-8)	C17orf80 HLC8 MIG3	Homo sapiens (Human)	609
Q9BSK1	reviewed	ZN577_HUMAN	Zinc finger protein 577	ZNF577	Homo sapiens (Human)	485
Q9BSN7	reviewed	TM204_HUMAN	Transmembrane protein 204 (Claudin-like protein 24)	TMEM204 C16orf30 CLP24 UNQ6509/PRO21434	Homo sapiens (Human)	226
Q9BT23	reviewed	LIMD2_HUMAN	LIM domain-containing protein 2	LIMD2 SB143	Homo sapiens (Human)	127
Q9BT76	reviewed	UPK3B_HUMAN	Uroplakin-3b, UP3b (Uroplakin IIIb, UPIIIb) (p35)	UPK3B	Homo sapiens (Human)	320
Q9BTD8	reviewed	RBM42_HUMAN	RNA-binding protein 42 (RNA-binding motif protein 42)	RBM42	Homo sapiens (Human)	480
Q9BTE1	reviewed	DCTN5_HUMAN	Dynactin subunit 5 (Dynactin subunit p25)	DCTN5	Homo sapiens (Human)	182
Q9BTM1	reviewed	H2AJ_HUMAN	Histone H2A.J, H2a/j	H2AJ H2AFJ	Homo sapiens (Human)	129
Q9BTT6	reviewed	LRRC1_HUMAN	Leucine-rich repeat-containing protein 1 (LANO adapter protein) (LAP and no PDZ protein)	LRRC1 LANO	Homo sapiens (Human)	524
Q9BTV6	reviewed	DPH7_HUMAN	Diphthine methyltransferase, EC 3.1.1.97 (Diphthamide biosynthesis protein 7) (WD repeat-containing protein 85)	DPH7 C9orf112 WDR85	Homo sapiens (Human)	452
Q9BU20	reviewed	CPLN2_HUMAN	Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1)	CPLANE2 C1orf89 RSG1	Homo sapiens (Human)	258
Q9BU70	reviewed	TRMO_HUMAN	tRNA (adenine(37)-N6)-methyltransferase, EC 2.1.1.- (tRNA methyltransferase O)	TRMO C9orf156 HSPC219	Homo sapiens (Human)	441
Q9BUA3	reviewed	SPNDC_HUMAN	Spindlin interactor and repressor of chromatin-binding protein (SPIN1-docking protein, SPIN-DOC)	SPINDOC C11orf84	Homo sapiens (Human)	381
Q9BUG6	reviewed	ZSA5A_HUMAN	Zinc finger and SCAN domain-containing protein 5A (Zinc finger protein 495)	ZSCAN5A ZNF495 ZSCAN5	Homo sapiens (Human)	496
Q9BUK0	reviewed	CHCH7_HUMAN	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	CHCHD7	Homo sapiens (Human)	85
Q9BUN1	reviewed	MENT_HUMAN	Protein MENT (Methylated in normal thymocytes protein)	MENT C1orf56 UNQ547/PRO1104	Homo sapiens (Human)	341
Q9BUT9	reviewed	MCRI2_HUMAN	MAPK regulated corepressor interacting protein 2 (Protein FAM195A)	MCRIP2 C16orf14 FAM195A	Homo sapiens (Human)	160
Q9BUV8	reviewed	RCAF1_HUMAN	Respirasome Complex Assembly Factor 1 (Rab5-interacting protein, RIP5)	RAB5IF C20orf24 RCAF1 PNAS-11	Homo sapiens (Human)	137
Q9BV19	reviewed	CA050_HUMAN	Uncharacterized protein C1orf50	C1orf50	Homo sapiens (Human)	199
Q9BV29	reviewed	CCD32_HUMAN	Coiled-coil domain-containing protein 32	CCDC32 C15orf57	Homo sapiens (Human)	185
Q9BV44	reviewed	THUM3_HUMAN	tRNA (guanine(6)-N2)-methyltransferase THUMP3, EC 2.1.1.256 (THUMP domain-containing protein 3)	THUMPD3	Homo sapiens (Human)	507
Q9BV99	reviewed	LRC61_HUMAN	Leucine-rich repeat-containing protein 61	LRRC61	Homo sapiens (Human)	259
Q9BVC5	reviewed	ASHWN_HUMAN	Ashwin	C2orf49	Homo sapiens (Human)	232
Q9BW30	reviewed	TPPP3_HUMAN	Tubulin polymerization-promoting protein family member 3 (TPPP/p20)	TPPP3 CGI-38	Homo sapiens (Human)	176
Q9BW72	reviewed	HIG2A_HUMAN	HIG1 domain family member 2A, mitochondrial (RCF1 homolog B, RCF1b)	HIGD2A	Homo sapiens (Human)	106
Q9BWM7	reviewed	SFXN3_HUMAN	Sideroflexin-3	SFXN3	Homo sapiens (Human)	321
Q9BWU0	reviewed	NADAP_HUMAN	Kanadaptin (Human lung cancer oncogene 3 protein, HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein)	SLC4A1AP HLC3	Homo sapiens (Human)	796
Q9BWW8	reviewed	APOL6_HUMAN	Apolipoprotein L6 (Apolipoprotein L-VI, ApoL-VI)	APOL6 UNQ3095/PRO21341	Homo sapiens (Human)	343
Q9BX82	reviewed	ZN471_HUMAN	Zinc finger protein 471 (EZFIT-related protein 1)	ZNF471 ERP1 KIAA1396	Homo sapiens (Human)	626
Q9BX93	reviewed	PG12B_HUMAN	Group XIIB secretory phospholipase A2-like protein (Group XIII secretory phospholipase A2-like protein, GXIII sPLA2-like) (sPLA2-GXIIB, GXIIB)	PLA2G12B PLA2G13 FKSG71	Homo sapiens (Human)	195
Q9BXA9	reviewed	SALL3_HUMAN	Sal-like protein 3 (Zinc finger protein 796) (Zinc finger protein SALL3, hSALL3)	SALL3 ZNF796	Homo sapiens (Human)	1300
Q9BXB7	reviewed	SPT16_HUMAN	Spermatogenesis-associated protein 16 (Testis development protein NYD-SP12)	SPATA16	Homo sapiens (Human)	569
Q9BXC1	reviewed	GP174_HUMAN	Probable G-protein coupled receptor 174	GPR174 FKSG79 GPCR17	Homo sapiens (Human)	333
Q9BXG8	reviewed	SPZ1_HUMAN	Spermatogenic leucine zipper protein 1 (Testis-specific protein 1) (Testis-specific protein NYD-TSP1)	SPZ1 TSP1	Homo sapiens (Human)	430
Q9BXI2	reviewed	ORNT2_HUMAN	Mitochondrial ornithine transporter 2 (Solute carrier family 25 member 2)	SLC25A2 ORNT2	Homo sapiens (Human)	301
Q9BXK1	reviewed	KLF16_HUMAN	Krueppel-like factor 16 (Basic transcription element-binding protein 4, BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)	KLF16 BTEB4 NSLP2	Homo sapiens (Human)	252
Q9BXL5	reviewed	HEMGN_HUMAN	Hemogen (Erythroid differentiation-associated gene protein, EDAG-1) (Hemopoietic gene protein) (Negative differentiation regulator protein)	HEMGN EDAG NDR PRO1037 PRO1620	Homo sapiens (Human)	484
Q9BXT2	reviewed	CCG6_HUMAN	Voltage-dependent calcium channel gamma-6 subunit (Neuronal voltage-gated calcium channel gamma-6 subunit)	CACNG6	Homo sapiens (Human)	260
Q9BY10	reviewed	TSCOT_HUMAN	Thymic stromal cotransporter homolog (Solute carrier family 46 member 2)	SLC46A2 TSCOT	Homo sapiens (Human)	475
Q9BY21	reviewed	GPR87_HUMAN	G-protein coupled receptor 87 (G-protein coupled receptor 95)	GPR87 GPR95 FKSG78	Homo sapiens (Human)	358
Q9BYC2	reviewed	SCOT2_HUMAN	Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial, EC 2.8.3.5 (3-oxoacid CoA-transferase 2A) (Testis-specific succinyl-CoA:3-oxoacid CoA-transferase, SCOT-t)	OXCT2 FKSG25	Homo sapiens (Human)	517
Q9BYC8	reviewed	RM32_HUMAN	39S ribosomal protein L32, mitochondrial, L32mt, MRP-L32 (Mitochondrial large ribosomal subunit protein bL32m)	MRPL32 HSPC283	Homo sapiens (Human)	188
Q9BYC9	reviewed	RM20_HUMAN	39S ribosomal protein L20, mitochondrial, L20mt, MRP-L20 (Mitochondrial large ribosomal subunit protein bL20m)	MRPL20	Homo sapiens (Human)	149
Q9BYD1	reviewed	RM13_HUMAN	39S ribosomal protein L13, mitochondrial, L13mt, MRP-L13 (Mitochondrial large ribosomal subunit protein uL13m)	MRPL13	Homo sapiens (Human)	178
Q9BYD2	reviewed	RM09_HUMAN	39S ribosomal protein L9, mitochondrial, L9mt, MRP-L9 (Mitochondrial large ribosomal subunit protein bL9m)	MRPL9	Homo sapiens (Human)	267
Q9BYD3	reviewed	RM04_HUMAN	39S ribosomal protein L4, mitochondrial, L4mt, MRP-L4 (Mitochondrial large ribosomal subunit protein uL4m)	MRPL4 CDABP0091 CGI-28	Homo sapiens (Human)	311
Q9BYD6	reviewed	RM01_HUMAN	39S ribosomal protein L1, mitochondrial, L1mt, MRP-L1 (Mitochondrial large ribosomal subunit protein uL1m)	MRPL1 BM-022	Homo sapiens (Human)	325
Q9BYN8	reviewed	RT26_HUMAN	28S ribosomal protein S26, mitochondrial, MRP-S26, S26mt (28S ribosomal protein S13, mitochondrial, MRP-S13, S13mt) (Mitochondrial small ribosomal subunit protein mS26)	MRPS26 C20orf193 RPMS13	Homo sapiens (Human)	205
Q9BYQ9	reviewed	KRA48_HUMAN	Keratin-associated protein 4-8 (Keratin-associated protein 4.8) (Ultrahigh sulfur keratin-associated protein 4.8)	KRTAP4-8 KAP4.8 KRTAP4.8	Homo sapiens (Human)	185
Q9BZ76	reviewed	CNTP3_HUMAN	Contactin-associated protein-like 3 (Cell recognition molecule Caspr3)	CNTNAP3 CASPR3 KIAA1714	Homo sapiens (Human)	1288
Q9BZD7	reviewed	TMG3_HUMAN	Transmembrane gamma-carboxyglutamic acid protein 3 (Proline-rich gamma-carboxyglutamic acid protein 3, Proline-rich Gla protein 3)	PRRG3 PRGP3 TMG3	Homo sapiens (Human)	231
Q9BZE1	reviewed	RM37_HUMAN	39S ribosomal protein L37, mitochondrial, L37mt, MRP-L37 (39S ribosomal protein L2, mitochondrial, L2mt, MRP-L2) (Mitochondrial large ribosomal subunit protein mL37)	MRPL37 MRPL2 RPML2 HSPC235	Homo sapiens (Human)	423
Q9BZI1	reviewed	IRX2_HUMAN	Iroquois-class homeodomain protein IRX-2 (Homeodomain protein IRXA2) (Iroquois homeobox protein 2)	IRX2 IRXA2	Homo sapiens (Human)	471
Q9BZJ4	reviewed	S2539_HUMAN	Probable mitochondrial glutathione transporter SLC25A39 (Solute carrier family 25 member 39)	SLC25A39 CGI-69 PRO2163	Homo sapiens (Human)	359
Q9BZJ6	reviewed	GPR63_HUMAN	Probable G-protein coupled receptor 63 (PSP24-2) (PSP24-beta)	GPR63 PSP24B	Homo sapiens (Human)	419
Q9BZW2	reviewed	S13A1_HUMAN	Solute carrier family 13 member 1 (Renal sodium/sulfate cotransporter, Na(+)/sulfate cotransporter, hNaSi-1)	SLC13A1 NAS1 NASI1	Homo sapiens (Human)	595
Q9C009	reviewed	FOXQ1_HUMAN	Forkhead box protein Q1 (HNF-3/forkhead-like protein 1, HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)	FOXQ1 HFH1	Homo sapiens (Human)	403
Q9C010	reviewed	IPKB_HUMAN	cAMP-dependent protein kinase inhibitor beta, PKI-beta	PKIB PRKACN2	Homo sapiens (Human)	78
Q9C075	reviewed	K1C23_HUMAN	Keratin, type I cytoskeletal 23 (Cytokeratin-23, CK-23) (Keratin-23, K23)	KRT23	Homo sapiens (Human)	422
Q9C099	reviewed	LRCC1_HUMAN	Leucine-rich repeat and coiled-coil domain-containing protein 1 (Centrosomal leucine-rich repeat and coiled-coil domain-containing protein)	LRRCC1 CLERC KIAA1764	Homo sapiens (Human)	1032
Q9C0B6	reviewed	BRNP2_HUMAN	BMP/retinoic acid-inducible neural-specific protein 2 (DBCCR1-like protein 2)	BRINP2 DBCCR1L2 FAM5B KIAA1747	Homo sapiens (Human)	783
Q9C0D3	reviewed	ZY11B_HUMAN	Protein zyg-11 homolog B	ZYG11B KIAA1730	Homo sapiens (Human)	744
Q9C0D7	reviewed	ZC12C_HUMAN	Probable ribonuclease ZC3H12C, EC 3.1.-.- (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)	ZC3H12C KIAA1726 MCPIP3	Homo sapiens (Human)	883
Q9C0E2	reviewed	XPO4_HUMAN	Exportin-4, Exp4	XPO4 KIAA1721	Homo sapiens (Human)	1151
Q9C0G0	reviewed	ZN407_HUMAN	Zinc finger protein 407	ZNF407 KIAA1703	Homo sapiens (Human)	2248
Q9C0H5	reviewed	RHG39_HUMAN	Rho GTPase-activating protein 39	ARHGAP39 KIAA1688	Homo sapiens (Human)	1083
Q9GZK4	reviewed	OR2H1_HUMAN	Olfactory receptor 2H1 (Hs6M1-16) (OLFR42A-9004.14/9026.2) (Olfactory receptor 2H6) (Olfactory receptor 2H8) (Olfactory receptor 6-2, OR6-2) (Olfactory receptor OR6-32)	OR2H1 OR2H6 OR2H8	Homo sapiens (Human)	316
Q9GZK6	reviewed	OR2J1_HUMAN	Olfactory receptor 2J1 (Hs6M1-4) (Olfactory receptor 6-5, OR6-5)	OR2J1 OR2J1P	Homo sapiens (Human)	312
Q9GZM6	reviewed	OR8D2_HUMAN	Olfactory receptor 8D2 (Olfactory receptor OR11-303) (Olfactory receptor-like protein JCG2)	OR8D2	Homo sapiens (Human)	311
Q9GZN1	reviewed	ARP6_HUMAN	Actin-related protein 6, hArp6 (hARPX)	ACTR6 CDA12	Homo sapiens (Human)	396
Q9GZP1	reviewed	NRSN2_HUMAN	Neurensin-2	NRSN2 C20orf98	Homo sapiens (Human)	204
Q9GZP4	reviewed	PITH1_HUMAN	PITH domain-containing protein 1	PITHD1 C1orf128 AD039 HT014 PP603	Homo sapiens (Human)	211
Q9GZP7	reviewed	VN1R1_HUMAN	Vomeronasal type-1 receptor 1 (G-protein coupled receptor GPCR24, hGPCR24) (V1r-like receptor 1) (V3r-related gene protein) (Vomeronasal olfactory receptor chromosome 19 subtype I member 1)	VN1R1 V1RL1 VNR19I1	Homo sapiens (Human)	353
Q9GZQ3	reviewed	COMD5_HUMAN	COMM domain-containing protein 5 (Hypertension-related calcium-regulated gene protein, HCaRG)	COMMD5 HT002	Homo sapiens (Human)	224
Q9GZR7	reviewed	DDX24_HUMAN	ATP-dependent RNA helicase DDX24, EC 3.6.4.13 (DEAD box protein 24)	DDX24	Homo sapiens (Human)	859
Q9GZT6	reviewed	CC90B_HUMAN	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B CUA003 MDS011 MDS025	Homo sapiens (Human)	254
Q9GZZ0	reviewed	HXD1_HUMAN	Homeobox protein Hox-D1 (Homeobox protein Hox-GG)	HOXD1 HOX4 HOX4G	Homo sapiens (Human)	328
Q9H009	reviewed	NACA2_HUMAN	Nascent polypeptide-associated complex subunit alpha-2 (Alpha-NAC-like) (Hom s 2.01) (Nascent polypeptide-associated complex subunit alpha-like, NAC-alpha-like)	NACA2 NACAL	Homo sapiens (Human)	215
Q9H019	reviewed	MFR1L_HUMAN	Mitochondrial fission regulator 1-like	MTFR1L FAM54B HYST1888 MSTP116	Homo sapiens (Human)	292
Q9H061	reviewed	T126A_HUMAN	Transmembrane protein 126A	TMEM126A	Homo sapiens (Human)	195
Q9H069	reviewed	DRC3_HUMAN	Dynein regulatory complex subunit 3 (Leucine-rich repeat-containing protein 48)	DRC3 LRRC48	Homo sapiens (Human)	523
Q9H091	reviewed	ZMY15_HUMAN	Zinc finger MYND domain-containing protein 15	ZMYND15	Homo sapiens (Human)	742
Q9H094	reviewed	NBPF3_HUMAN	Neuroblastoma breakpoint family member 3 (Protein AE2) (Protein SHIIIa4)	NBPF3 L7	Homo sapiens (Human)	633
Q9H0C3	reviewed	TM117_HUMAN	Transmembrane protein 117	TMEM117	Homo sapiens (Human)	514
Q9H0H3	reviewed	KLH25_HUMAN	Kelch-like protein 25 (Ectoderm-neural cortex protein 2, ENC-2)	KLHL25 ENC2	Homo sapiens (Human)	589
Q9H0I3	reviewed	CC113_HUMAN	Coiled-coil domain-containing protein 113	CCDC113 HSPC065	Homo sapiens (Human)	377
Q9H0I9	reviewed	TKTL2_HUMAN	Transketolase-like protein 2, EC 2.2.1.1	TKTL2	Homo sapiens (Human)	626
Q9H0K6	reviewed	PUS7L_HUMAN	Pseudouridylate synthase PUS7L, EC 5.4.99.- (Pseudouridylate synthase 7 homolog-like protein)	PUS7L	Homo sapiens (Human)	701
Q9H0U9	reviewed	TSYL1_HUMAN	Testis-specific Y-encoded-like protein 1, TSPY-like protein 1	TSPYL1 TSPYL	Homo sapiens (Human)	437
Q9H0X4	reviewed	F234A_HUMAN	Protein FAM234A (Protein ITFG3)	FAM234A C16orf9 ITFG3	Homo sapiens (Human)	552
Q9H158	reviewed	PCDC1_HUMAN	Protocadherin alpha-C1, PCDH-alpha-C1	PCDHAC1	Homo sapiens (Human)	963
Q9H159	reviewed	CAD19_HUMAN	Cadherin-19	CDH19 CDH7L2 UNQ478/PRO941	Homo sapiens (Human)	772
Q9H175	reviewed	CSRN2_HUMAN	Cysteine/serine-rich nuclear protein 2, CSRNP-2 (Protein FAM130A1) (TGF-beta-induced apoptosis protein 12, TAIP-12)	CSRNP2 C12orf22 FAM130A1 TAIP12	Homo sapiens (Human)	543
Q9H1A3	reviewed	METL9_HUMAN	Protein-L-histidine N-pros-methyltransferase, EC 2.1.1.- (DORA reverse strand protein, DREV, DREV1) (Methyltransferase-like protein 9, hMETTL9)	METTL9 DREV CGI-81	Homo sapiens (Human)	318
Q9H1C0	reviewed	LPAR5_HUMAN	Lysophosphatidic acid receptor 5, LPA receptor 5, LPA-5 (G-protein coupled receptor 92) (G-protein coupled receptor 93)	LPAR5 GPR92 GPR93	Homo sapiens (Human)	372
Q9H1N7	reviewed	S35B3_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3)	SLC35B3 C6orf196 PAPST2 CGI-19	Homo sapiens (Human)	401
Q9H1U4	reviewed	MEGF9_HUMAN	Multiple epidermal growth factor-like domains protein 9, Multiple EGF-like domains protein 9 (Epidermal growth factor-like protein 5, EGF-like protein 5)	MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305	Homo sapiens (Human)	602
Q9H205	reviewed	O2AG1_HUMAN	Olfactory receptor 2AG1 (HT3) (Olfactory receptor 2AG3) (Olfactory receptor OR11-79)	OR2AG1 OR2AG3	Homo sapiens (Human)	316
Q9H207	reviewed	O10A5_HUMAN	Olfactory receptor 10A5 (HP3) (Olfactory receptor 10A1) (Olfactory receptor 11-403, OR11-403) (Olfactory receptor-like protein JCG6)	OR10A5 OR10A1	Homo sapiens (Human)	317
Q9H209	reviewed	O10A4_HUMAN	Olfactory receptor 10A4 (HP2) (Olfactory receptor-like protein JCG5)	OR10A4 OR10A4P	Homo sapiens (Human)	315
Q9H210	reviewed	OR2D2_HUMAN	Olfactory receptor 2D2 (HB2) (Olfactory receptor 11-610, OR11-610) (Olfactory receptor 2D1) (Olfactory receptor OR11-88)	OR2D2 OR2D1	Homo sapiens (Human)	308
Q9H213	reviewed	MAGH1_HUMAN	Melanoma-associated antigen H1 (Apoptosis-related protein 1, APR-1) (MAGE-H1 antigen) (Restin)	MAGEH1 APR1	Homo sapiens (Human)	219
Q9H2A3	reviewed	NGN2_HUMAN	Neurogenin-2, NGN-2 (Class A basic helix-loop-helix protein 8, bHLHa8) (Protein atonal homolog 4)	NEUROG2 ATOH4 BHLHA8 NGN2	Homo sapiens (Human)	272
Q9H2P9	reviewed	DPH5_HUMAN	Diphthine methyl ester synthase, EC 2.1.1.314 (Diphthamide biosynthesis methyltransferase)	DPH5 AD-018 CGI-30 HSPC143 NPD015	Homo sapiens (Human)	285
Q9H2T7	reviewed	RBP17_HUMAN	Ran-binding protein 17	RANBP17	Homo sapiens (Human)	1088
